,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
99,2011-01-24 06:00:00,1,0,1,1,0.82,3.79,48,6.0032,,,
100,2011-01-24 07:00:00,1,0,1,1,0.82,6.06,48,0.0,,,
101,2011-01-24 08:00:00,1,0,1,1,1.64,6.82,49,0.0,,,
102,2011-01-24 09:00:00,1,0,1,1,2.46,7.575,41,0.0,,,
103,2011-01-24 10:00:00,1,0,1,1,4.1,6.82,42,0.0,,,
104,2011-01-24 11:00:00,1,0,1,1,4.1,6.06,46,8.9981,,,
105,2011-01-24 12:00:00,1,0,1,2,4.92,6.82,42,12.998,,,
106,2011-01-24 13:00:00,1,0,1,2,5.74,6.82,43,15.0013,,,
107,2011-01-24 14:00:00,1,0,1,2,5.74,6.82,46,15.0013,,,
108,2011-01-24 15:00:00,1,0,1,1,6.56,8.335,40,11.0014,,,
109,2011-01-24 16:00:00,1,0,1,1,6.56,7.575,47,16.9979,,,
110,2011-01-24 17:00:00,1,0,1,1,5.74,6.06,50,16.9979,,,
111,2011-01-24 18:00:00,1,0,1,1,5.74,6.82,59,12.998,,,
112,2011-01-24 19:00:00,1,0,1,1,5.74,7.575,54,11.0014,,,
113,2011-01-24 20:00:00,1,0,1,1,5.74,6.82,59,12.998,,,
114,2011-01-24 21:00:00,1,0,1,1,5.74,7.575,63,11.0014,,,
115,2011-01-24 22:00:00,1,0,1,2,5.74,6.82,63,15.0013,,,
116,2011-01-24 23:00:00,1,0,1,2,6.56,7.575,64,16.9979,,,
117,2011-01-25 00:00:00,1,0,1,2,6.56,6.82,69,19.0012,,,
118,2011-01-25 01:00:00,1,0,1,2,6.56,8.335,69,11.0014,,,
119,2011-01-25 02:00:00,1,0,1,1,6.56,7.575,69,15.0013,,,
120,2011-01-25 04:00:00,1,0,1,1,5.74,8.335,74,7.0015,,,
121,2011-01-25 05:00:00,1,0,1,1,5.74,6.82,74,15.0013,,,
122,2011-01-25 06:00:00,1,0,1,1,6.56,9.09,74,7.0015,,,
123,2011-01-25 07:00:00,1,0,1,1,6.56,7.575,74,15.0013,,,
124,2011-01-25 08:00:00,1,0,1,2,6.56,9.09,74,8.9981,,,
125,2011-01-25 09:00:00,1,0,1,2,8.2,11.365,64,6.0032,,,
126,2011-01-25 10:00:00,1,0,1,2,9.02,12.12,60,7.0015,,,
127,2011-01-25 11:00:00,1,0,1,2,9.84,12.12,60,8.9981,,,
128,2011-01-25 12:00:00,1,0,1,2,10.66,14.395,56,6.0032,,,
129,2011-01-25 13:00:00,1,0,1,2,10.66,13.635,56,8.9981,,,
130,2011-01-25 14:00:00,1,0,1,2,12.3,16.665,45,0.0,,,
131,2011-01-25 15:00:00,1,0,1,2,13.12,17.425,42,0.0,,,
132,2011-01-25 16:00:00,1,0,1,2,13.12,17.425,42,0.0,,,
133,2011-01-25 17:00:00,1,0,1,1,12.3,16.665,45,0.0,,,
134,2011-01-25 18:00:00,1,0,1,2,12.3,15.91,49,6.0032,,,
135,2011-01-25 19:00:00,1,0,1,2,10.66,12.88,65,11.0014,,,
136,2011-01-25 20:00:00,1,0,1,1,9.84,11.365,65,12.998,,,
137,2011-01-25 21:00:00,1,0,1,1,9.84,11.365,65,12.998,,,
138,2011-01-25 22:00:00,1,0,1,1,9.02,11.365,64,11.0014,,,
139,2011-01-25 23:00:00,1,0,1,2,9.02,11.365,64,11.0014,,,
140,2011-01-26 00:00:00,1,0,1,2,9.02,11.365,69,8.9981,,,
141,2011-01-26 01:00:00,1,0,1,2,9.84,12.12,65,8.9981,,,
142,2011-01-26 02:00:00,1,0,1,3,9.02,11.365,69,12.998,,,
143,2011-01-26 05:00:00,1,0,1,3,8.2,9.09,86,19.0012,,,
144,2011-01-26 06:00:00,1,0,1,3,8.2,9.09,86,19.0012,,,
145,2011-01-26 07:00:00,1,0,1,3,9.02,10.605,87,19.9995,,,
146,2011-01-26 08:00:00,1,0,1,3,9.02,10.605,87,19.9995,,,
147,2011-01-26 09:00:00,1,0,1,3,9.02,10.605,87,19.9995,,,
148,2011-01-26 10:00:00,1,0,1,3,9.02,10.605,93,19.0012,,,
149,2011-01-26 11:00:00,1,0,1,3,9.02,9.85,93,22.0028,,,
150,2011-01-26 12:00:00,1,0,1,3,9.02,9.85,93,22.0028,,,
151,2011-01-26 13:00:00,1,0,1,3,9.02,9.85,93,22.0028,,,
152,2011-01-26 14:00:00,1,0,1,3,9.02,9.85,93,23.9994,,,
153,2011-01-26 15:00:00,1,0,1,3,9.02,9.09,93,31.0009,,,
154,2011-01-26 16:00:00,1,0,1,4,9.02,9.85,93,22.0028,,,
155,2011-01-26 17:00:00,1,0,1,3,8.2,9.09,93,23.9994,,,
156,2011-01-27 16:00:00,1,0,1,1,9.02,11.365,55,12.998,,,
157,2011-01-27 17:00:00,1,0,1,1,9.02,12.12,55,7.0015,,,
158,2011-01-27 18:00:00,1,0,1,1,8.2,11.365,69,6.0032,,,
159,2011-01-27 19:00:00,1,0,1,1,8.2,11.365,69,6.0032,,,
160,2011-01-27 20:00:00,1,0,1,1,7.38,10.605,74,6.0032,,,
161,2011-01-27 21:00:00,1,0,1,1,7.38,10.605,74,6.0032,,,
162,2011-01-27 22:00:00,1,0,1,1,7.38,10.605,74,6.0032,,,
163,2011-01-27 23:00:00,1,0,1,1,7.38,9.85,80,11.0014,,,
164,2011-01-28 00:00:00,1,0,1,2,8.2,10.605,75,8.9981,,,
165,2011-01-28 01:00:00,1,0,1,2,8.2,10.605,75,8.9981,,,
166,2011-01-28 02:00:00,1,0,1,2,8.2,10.605,75,11.0014,,,
167,2011-01-28 03:00:00,1,0,1,2,8.2,11.365,75,7.0015,,,
168,2011-01-28 05:00:00,1,0,1,2,7.38,10.605,80,7.0015,,,
169,2011-01-28 06:00:00,1,0,1,2,7.38,9.85,80,8.9981,,,
170,2011-01-28 07:00:00,1,0,1,2,6.56,9.85,86,6.0032,,,
171,2011-01-28 08:00:00,1,0,1,2,6.56,9.85,86,6.0032,,,
172,2011-01-28 09:00:00,1,0,1,3,7.38,10.605,86,6.0032,,,
173,2011-01-28 10:00:00,1,0,1,3,7.38,10.605,86,7.0015,,,
174,2011-01-28 11:00:00,1,0,1,3,7.38,10.605,93,7.0015,,,
175,2011-01-28 12:00:00,1,0,1,3,7.38,10.605,93,7.0015,,,
176,2011-01-28 13:00:00,1,0,1,3,7.38,10.605,93,7.0015,,,
177,2011-01-28 14:00:00,1,0,1,3,9.02,13.635,80,0.0,,,
178,2011-01-28 15:00:00,1,0,1,2,8.2,12.88,86,0.0,,,
179,2011-01-28 16:00:00,1,0,1,1,9.02,13.635,80,0.0,,,
180,2011-01-28 17:00:00,1,0,1,1,9.84,12.12,75,8.9981,,,
181,2011-01-28 18:00:00,1,0,1,1,9.84,11.365,75,12.998,,,
182,2011-01-28 19:00:00,1,0,1,2,9.84,12.12,75,8.9981,,,
183,2011-01-28 20:00:00,1,0,1,2,9.84,11.365,70,12.998,,,
184,2011-01-28 21:00:00,1,0,1,2,9.02,11.365,75,8.9981,,,
185,2011-01-28 22:00:00,1,0,1,1,9.84,10.605,65,23.9994,,,
186,2011-01-28 23:00:00,1,0,1,1,9.84,11.365,60,15.0013,,,
187,2011-01-29 00:00:00,1,0,0,1,9.02,9.85,64,23.9994,,,
188,2011-01-29 01:00:00,1,0,0,1,9.02,11.365,64,12.998,,,
189,2011-01-29 02:00:00,1,0,0,1,9.02,11.365,64,11.0014,,,
190,2011-01-29 03:00:00,1,0,0,1,8.2,10.605,64,8.9981,,,
191,2011-01-29 04:00:00,1,0,0,1,6.56,9.09,69,7.0015,,,
192,2011-01-29 06:00:00,1,0,0,1,6.56,9.09,64,8.9981,,,
193,2011-01-29 07:00:00,1,0,0,1,6.56,9.09,59,7.0015,,,
194,2011-01-29 08:00:00,1,0,0,1,7.38,9.85,55,11.0014,,,
195,2011-01-29 09:00:00,1,0,0,1,7.38,10.605,59,6.0032,,,
196,2011-01-29 10:00:00,1,0,0,2,7.38,10.605,64,7.0015,,,
197,2011-01-29 11:00:00,1,0,0,2,7.38,9.85,64,8.9981,,,
198,2011-01-29 12:00:00,1,0,0,2,8.2,9.85,59,12.998,,,
199,2011-01-29 13:00:00,1,0,0,2,9.02,11.365,55,11.0014,,,
200,2011-01-29 14:00:00,1,0,0,2,9.02,11.365,60,8.9981,,,
201,2011-01-29 15:00:00,1,0,0,1,9.02,10.605,69,16.9979,,,
202,2011-01-29 16:00:00,1,0,0,1,9.84,12.12,60,11.0014,,,
203,2011-01-29 17:00:00,1,0,0,1,9.84,14.395,60,0.0,,,
204,2011-01-29 18:00:00,1,0,0,1,9.02,11.365,69,8.9981,,,
205,2011-01-29 19:00:00,1,0,0,2,9.02,10.605,69,16.9979,,,
206,2011-01-29 20:00:00,1,0,0,1,7.38,10.605,74,6.0032,,,
207,2011-01-29 21:00:00,1,0,0,1,7.38,10.605,74,6.0032,,,
208,2011-01-29 22:00:00,1,0,0,1,6.56,9.85,80,6.0032,,,
209,2011-01-29 23:00:00,1,0,0,1,6.56,9.85,80,6.0032,,,
210,2011-01-30 00:00:00,1,0,0,1,6.56,9.09,80,7.0015,,,
211,2011-01-30 01:00:00,1,0,0,1,5.74,10.605,80,0.0,,,
212,2011-01-30 02:00:00,1,0,0,1,6.56,11.365,80,0.0,,,
213,2011-01-30 03:00:00,1,0,0,1,5.74,10.605,93,0.0,,,
214,2011-01-30 04:00:00,1,0,0,1,5.74,10.605,93,0.0,,,
215,2011-01-30 05:00:00,1,0,0,1,5.74,10.605,86,0.0,,,
216,2011-01-30 07:00:00,1,0,0,1,5.74,10.605,86,0.0,,,
217,2011-01-30 08:00:00,1,0,0,2,5.74,10.605,86,0.0,,,
218,2011-01-30 09:00:00,1,0,0,2,6.56,11.365,80,0.0,,,
219,2011-01-30 10:00:00,1,0,0,2,7.38,12.12,80,0.0,,,
220,2011-01-30 11:00:00,1,0,0,1,9.02,13.635,75,0.0,,,
221,2011-01-30 12:00:00,1,0,0,1,12.3,15.91,52,7.0015,,,
222,2011-01-30 13:00:00,1,0,0,1,11.48,14.395,61,7.0015,,,
223,2011-01-30 14:00:00,1,0,0,1,11.48,15.15,61,6.0032,,,
224,2011-01-30 15:00:00,1,0,0,1,12.3,16.665,56,0.0,,,
225,2011-01-30 16:00:00,1,0,0,1,12.3,16.665,56,0.0,,,
226,2011-01-30 17:00:00,1,0,0,1,12.3,14.395,56,12.998,,,
227,2011-01-30 18:00:00,1,0,0,1,10.66,12.88,65,11.0014,,,
228,2011-01-30 19:00:00,1,0,0,1,10.66,12.88,65,12.998,,,
229,2011-01-30 20:00:00,1,0,0,2,10.66,13.635,65,7.0015,,,
230,2011-01-30 21:00:00,1,0,0,2,9.84,12.12,70,11.0014,,,
231,2011-01-30 22:00:00,1,0,0,2,9.84,11.365,70,12.998,,,
232,2011-01-30 23:00:00,1,0,0,2,9.84,10.605,65,19.0012,,,
233,2011-01-31 00:00:00,1,0,1,2,9.84,11.365,65,15.0013,,,
234,2011-01-31 01:00:00,1,0,1,1,9.02,10.605,64,16.9979,,,
235,2011-01-31 02:00:00,1,0,1,1,9.02,11.365,64,12.998,,,
236,2011-01-31 03:00:00,1,0,1,1,9.02,11.365,64,12.998,,,
237,2011-01-31 04:00:00,1,0,1,1,8.2,9.85,59,15.0013,,,
238,2011-01-31 05:00:00,1,0,1,1,7.38,8.335,64,19.0012,,,
239,2011-01-31 06:00:00,1,0,1,1,6.56,6.82,69,22.0028,,,
240,2011-01-31 07:00:00,1,0,1,2,6.56,6.82,64,19.0012,,,
241,2011-01-31 08:00:00,1,0,1,2,6.56,6.82,59,19.0012,,,
242,2011-01-31 09:00:00,1,0,1,2,6.56,6.82,59,19.9995,,,
243,2011-01-31 10:00:00,1,0,1,2,6.56,7.575,59,12.998,,,
244,2011-01-31 11:00:00,1,0,1,2,6.56,7.575,59,12.998,,,
245,2011-01-31 12:00:00,1,0,1,2,7.38,10.605,55,7.0015,,,
246,2011-01-31 13:00:00,1,0,1,2,6.56,11.365,59,0.0,,,
247,2011-01-31 14:00:00,1,0,1,2,7.38,9.85,55,8.9981,,,
248,2011-01-31 15:00:00,1,0,1,2,6.56,9.09,59,8.9981,,,
249,2011-01-31 16:00:00,1,0,1,2,6.56,9.09,56,12.998,,,
250,2011-01-31 17:00:00,1,0,1,2,6.56,7.575,59,12.998,,,
251,2011-01-31 18:00:00,1,0,1,2,6.56,7.575,55,15.0013,,,
252,2011-01-31 19:00:00,1,0,1,1,12.3,15.91,61,7.0015,,,
253,2011-01-31 20:00:00,1,0,1,3,6.56,8.335,59,11.0014,,,
254,2011-01-31 21:00:00,1,0,1,3,6.56,9.85,59,6.0032,,,
255,2011-01-31 22:00:00,1,0,1,2,6.56,9.09,59,7.0015,,,
256,2011-01-31 23:00:00,1,0,1,2,6.56,9.85,64,6.0032,,,
257,2011-02-20 00:00:00,1,0,0,1,10.66,10.605,35,30.0026,,,
258,2011-02-20 01:00:00,1,0,0,1,9.84,9.85,41,31.0009,,,
259,2011-02-20 02:00:00,1,0,0,1,9.84,9.85,41,36.9974,,,
260,2011-02-20 03:00:00,1,0,0,1,9.02,9.09,44,36.9974,,,
261,2011-02-20 04:00:00,1,0,0,1,9.02,9.09,44,36.9974,,,
262,2011-02-20 06:00:00,1,0,0,1,8.2,9.09,47,19.9995,,,
263,2011-02-20 07:00:00,1,0,0,1,7.38,8.335,51,16.9979,,,
264,2011-02-20 08:00:00,1,0,0,1,8.2,11.365,51,7.0015,,,
265,2011-02-20 09:00:00,1,0,0,1,9.02,10.605,47,19.0012,,,
266,2011-02-20 10:00:00,1,0,0,2,10.66,12.88,41,12.998,,,
267,2011-02-20 11:00:00,1,0,0,2,12.3,15.15,33,11.0014,,,
268,2011-02-20 12:00:00,1,0,0,1,12.3,15.91,33,7.0015,,,
269,2011-02-20 13:00:00,1,0,0,1,13.94,16.665,29,0.0,,,
270,2011-02-20 14:00:00,1,0,0,1,14.76,17.425,27,11.0014,,,
271,2011-02-20 15:00:00,1,0,0,1,14.76,18.18,27,6.0032,,,
272,2011-02-20 16:00:00,1,0,0,1,14.76,18.18,29,6.0032,,,
273,2011-02-20 17:00:00,1,0,0,1,13.94,17.425,33,11.0014,,,
274,2011-02-20 18:00:00,1,0,0,2,13.94,16.665,36,8.9981,,,
275,2011-02-20 19:00:00,1,0,0,2,13.94,16.665,36,8.9981,,,
276,2011-02-20 20:00:00,1,0,0,2,13.94,18.18,42,0.0,,,
277,2011-02-20 21:00:00,1,0,0,2,13.12,17.425,53,0.0,,,
278,2011-02-20 22:00:00,1,0,0,2,13.12,15.15,57,15.0013,,,
279,2011-02-20 23:00:00,1,0,0,2,12.3,15.15,61,11.0014,,,
280,2011-02-21 00:00:00,1,1,0,2,13.94,15.15,42,22.0028,,,
281,2011-02-21 01:00:00,1,1,0,2,13.94,15.15,42,22.0028,,,
282,2011-02-21 02:00:00,1,1,0,2,13.94,15.15,42,22.0028,,,
283,2011-02-21 03:00:00,1,1,0,2,13.94,15.15,42,19.9995,,,
284,2011-02-21 04:00:00,1,1,0,1,13.12,15.91,45,11.0014,,,
285,2011-02-21 05:00:00,1,1,0,2,13.94,18.18,36,0.0,,,
286,2011-02-21 06:00:00,1,1,0,2,17.22,21.21,26,19.9995,,,
287,2011-02-21 07:00:00,1,1,0,2,17.22,21.21,26,19.0012,,,
288,2011-02-21 08:00:00,1,1,0,2,13.12,15.15,57,19.9995,,,
289,2011-02-21 09:00:00,1,1,0,2,13.12,15.15,57,19.0012,,,
290,2011-02-21 10:00:00,1,1,0,2,13.12,15.15,57,16.9979,,,
291,2011-02-21 11:00:00,1,1,0,2,13.12,16.665,57,7.0015,,,
292,2011-02-21 12:00:00,1,1,0,2,13.12,15.91,66,12.998,,,
293,2011-02-21 13:00:00,1,1,0,3,12.3,13.635,81,22.0028,,,
294,2011-02-21 14:00:00,1,1,0,2,13.12,15.15,76,16.9979,,,
295,2011-02-21 15:00:00,1,1,0,2,12.3,13.635,70,30.0026,,,
296,2011-02-21 16:00:00,1,1,0,3,11.48,12.12,75,27.9993,,,
297,2011-02-21 17:00:00,1,1,0,2,11.48,12.88,75,26.0027,,,
298,2011-02-21 18:00:00,1,1,0,2,9.84,10.605,87,23.9994,,,
299,2011-02-21 19:00:00,1,1,0,2,9.84,10.605,87,23.9994,,,
300,2011-02-21 20:00:00,1,1,0,3,9.84,10.605,81,26.0027,,,
301,2011-02-21 21:00:00,1,1,0,3,9.02,9.85,75,30.0026,,,
302,2011-02-21 22:00:00,1,1,0,3,8.2,8.335,75,27.9993,,,
303,2011-02-21 23:00:00,1,1,0,3,8.2,8.335,75,27.9993,,,
304,2011-02-22 06:00:00,1,0,1,2,4.92,6.06,80,19.0012,,,
305,2011-02-22 07:00:00,1,0,1,2,4.92,6.06,80,19.0012,,,
306,2011-02-22 08:00:00,1,0,1,2,4.92,6.06,80,16.9979,,,
307,2011-02-22 09:00:00,1,0,1,2,5.74,6.06,74,16.9979,,,
308,2011-02-22 10:00:00,1,0,1,1,6.56,9.09,69,0.0,,,
309,2011-02-22 11:00:00,1,0,1,1,6.56,11.365,64,0.0,,,
310,2011-02-22 12:00:00,1,0,1,1,8.2,11.365,59,7.0015,,,
311,2011-02-22 13:00:00,1,0,1,1,9.02,11.365,55,11.0014,,,
312,2011-02-22 14:00:00,1,0,1,1,9.02,11.365,55,12.998,,,
313,2011-02-22 15:00:00,1,0,1,1,9.84,11.365,48,12.998,,,
314,2011-02-22 16:00:00,1,0,1,1,9.02,11.365,51,11.0014,,,
315,2011-02-22 17:00:00,1,0,1,1,9.02,10.605,51,15.0013,,,
316,2011-02-22 18:00:00,1,0,1,1,9.02,11.365,47,8.9981,,,
317,2011-02-22 19:00:00,1,0,1,1,8.2,9.09,47,19.0012,,,
318,2011-02-22 20:00:00,1,0,1,1,8.2,9.85,47,15.0013,,,
319,2011-02-22 21:00:00,1,0,1,1,8.2,9.85,47,16.9979,,,
320,2011-02-22 22:00:00,1,0,1,1,6.56,7.575,43,16.9979,,,
321,2011-02-22 23:00:00,1,0,1,1,6.56,7.575,43,16.9979,,,
322,2011-02-23 00:00:00,1,0,1,1,5.74,6.82,50,12.998,,,
323,2011-02-23 01:00:00,1,0,1,1,5.74,7.575,46,11.0014,,,
324,2011-02-23 02:00:00,1,0,1,1,4.92,7.575,50,8.9981,,,
325,2011-02-23 03:00:00,1,0,1,1,4.92,6.82,50,11.0014,,,
326,2011-02-23 05:00:00,1,0,1,1,4.92,7.575,50,7.0015,,,
327,2011-02-23 06:00:00,1,0,1,1,4.92,7.575,50,7.0015,,,
328,2011-02-23 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,,,
329,2011-02-23 08:00:00,1,0,1,1,5.74,7.575,54,11.0014,,,
330,2011-02-23 09:00:00,1,0,1,1,7.38,10.605,51,6.0032,,,
331,2011-02-23 10:00:00,1,0,1,1,8.2,12.88,40,0.0,,,
332,2011-02-23 11:00:00,1,0,1,1,9.84,12.88,41,7.0015,,,
333,2011-02-23 12:00:00,1,0,1,1,10.66,14.395,35,6.0032,,,
334,2011-02-23 13:00:00,1,0,1,1,12.3,15.91,28,6.0032,,,
335,2011-02-23 14:00:00,1,0,1,1,13.12,16.665,29,7.0015,,,
336,2011-02-23 15:00:00,1,0,1,1,13.94,17.425,25,6.0032,,,
337,2011-02-23 16:00:00,1,0,1,1,13.94,18.18,25,0.0,,,
338,2011-02-23 17:00:00,1,0,1,1,13.94,17.425,25,6.0032,,,
339,2011-02-23 18:00:00,1,0,1,1,13.12,16.665,26,6.0032,,,
340,2011-02-23 19:00:00,1,0,1,1,12.3,16.665,33,0.0,,,
